"","value","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","metadata","qval","p_bh"
"74","benzonase",-1.33988310243179,0.426876878308211,73.2023317321454,-3.13880458398681,0.00244550907013751,"ARGDEG.PWY","benzonase",0.00246068845799411,0.00879437900603875
"75","host_zero",-1.3795123852698,0.426876878308211,73.2023317308208,-3.23163997716871,0.00184582688257273,"ARGDEG.PWY","host_zero",0.00192788826515944,0.00689017743389083
"76","molysis",-2.34957324573297,0.426491992267088,73.0997563505363,-5.5090676691101,5.12403589154092e-07,"ARGDEG.PWY","molysis",2.13847751978157e-06,7.64281302810007e-06
"77","qiaamp",-1.30241966149551,0.425406648803105,72.8574081600834,-3.06158746028045,0.00308270447704469,"ARGDEG.PWY","qiaamp",0.00302191050924071,0.0108001588962864
"78","Nasal",1.1079634749898,1.28774947772236,16.8406555512092,0.86038743882813,0.401658886994879,"ARGININE.SYN4.PWY","sample_type",0.139359778395082,0.498064964470546
"79","Sputum",0.212054065612765,1.45006817675143,15.2540363376918,0.146237307329802,0.885649146011242,"ARGININE.SYN4.PWY","sample_type",0.256664788225745,0.917307275461394
"80","lypma",-0.443975548548287,0.854812429709578,71.7677936249314,-0.519383590034047,0.60509142449697,"ARGININE.SYN4.PWY","lypma",0.190696136036827,0.68153857098272
"81","benzonase",0.305026560897541,0.857345155252874,72.1408210426121,0.355780351738937,0.723043337218875,"ARGININE.SYN4.PWY","benzonase",0.220113995280055,0.786676546857223
"82","host_zero",1.60055836905211,0.857345155252874,72.1408210436373,1.8668774871423,0.0659822564853272,"ARGININE.SYN4.PWY","host_zero",0.0339912242749612,0.121482956601891
"83","molysis",1.88510853369355,0.856602229100136,72.0245773090865,2.20068133102323,0.0309654709196064,"ARGININE.SYN4.PWY","molysis",0.0185063411200437,0.0661407490639328
"84","qiaamp",2.01168061419576,0.854493242506761,71.748454741665,2.35423817781666,0.0213016266044982,"ARGININE.SYN4.PWY","qiaamp",0.0137439474170068,0.0491201892021533
"85","Nasal",1.25565147803923,1.07581456081859,16.0985605035782,1.16716349059619,0.260142322246683,"ARGORNPROST.PWY","sample_type",0.0992697407512162,0.354785150131954
"86","Sputum",0.591792219920799,1.18987991801246,13.5792553743656,0.497354574156787,0.62689497412139,"ARGORNPROST.PWY","sample_type",0.196471095001329,0.702177989074497
"87","lypma",-0.855854588045161,0.929661984547095,71.9285797537399,-0.920608352574629,0.360332293751428,"ARGORNPROST.PWY","lypma",0.127927215282477,0.457205548604199
"88","benzonase",1.14937344135729,0.931610849523723,72.4587004097423,1.23374844973617,0.221283621276137,"ARGORNPROST.PWY","benzonase",0.0873391730173639,0.312145890347623
"89","host_zero",2.49922445258077,0.931610849523723,72.4587004130317,2.68269144123694,0.0090413027871445,"ARGORNPROST.PWY","host_zero",0.00709180522427951,0.0253457615801394
"90","molysis",1.85394693625414,0.931053040472684,72.2964059301978,1.9912366488948,0.0502340709409842,"ARGORNPROST.PWY","molysis",0.0270593371821383,0.0967087345246084
"91","qiaamp",1.80392328294301,0.929368186052317,71.884334503054,1.94102112598188,0.0561768134498198,"ARGORNPROST.PWY","qiaamp",0.0296186417558823,0.10585556265731
"92","Nasal",4.3775084729804,0.538689846344889,19.1454926691916,8.12621307545076,1.25592765745916e-07,"ARGSYN.PWY","sample_type",5.93704507645411e-07,2.12187058498401e-06
"93","Sputum",1.65097409082138,0.573042624861482,14.0271662431409,2.8810668163131,0.0120663095490716,"ARGSYN.PWY","sample_type",0.00901356917191211,0.0322140510056928
"94","lypma",0.0461680232529463,0.633586949709752,75.2348337687229,0.072867699175458,0.942104775607381,"ARGSYN.PWY","lypma",0.267538694121282,0.956170078028163
"95","benzonase",0.754089210450036,0.634059876717356,75.7945243964419,1.18930283738201,0.238032992309401,"ARGSYN.PWY","benzonase",0.0925830892793984,0.330887388051016
"96","host_zero",0.948600487248391,0.634059876717356,75.7945244005503,1.49607398619744,0.138786886158948,"ARGSYN.PWY","host_zero",0.0606335339886792,0.216701255552951
"97","molysis",0.925596934557739,0.633933483449029,75.6378226291234,1.46008525929544,0.148407874960894,"ARGSYN.PWY","molysis",0.0638496979818554,0.228195666805898
"98","qiaamp",0.105948761915362,0.633489723493115,75.1402737977562,0.16724622039826,0.867625602489899,"ARGSYN.PWY","qiaamp",0.253072783192439,0.90446962689525
"99","Nasal",3.68511965293002,0.473074826408837,86.9999999984678,7.78971834308785,1.32117843959444e-11,"ARGSYNBSUB.PWY","sample_type",2.00975410677307e-09,7.18276190815033e-09
"100","Sputum",1.10319959765142,0.487341583928082,86.9999999989121,2.26370913961288,0.0260794551803152,"ARGSYNBSUB.PWY","sample_type",0.0162643309758543,0.0581279155500721
"101","lypma",0.0647939353227206,0.648224904393484,86.9999999984152,0.0999559487510673,0.920609272654901,"ARGSYNBSUB.PWY","lypma",0.263629425837413,0.942198546275355
"102","benzonase",1.39839141286014,0.648224904393484,86.9999999984152,2.157262708332,0.033742304276613,"ARGSYNBSUB.PWY","benzonase",0.0198068633031282,0.0707887511085026
"103","host_zero",1.15007885109626,0.648224904393484,86.9999999984152,1.77419726286564,0.0795290051909668,"ARGSYNBSUB.PWY","host_zero",0.0390771288778148,0.139659728440173
"104","molysis",1.0599475489464,0.648224904393484,86.9999999984152,1.63515400559647,0.105630016953773,"ARGSYNBSUB.PWY","molysis",0.0489362112446805,0.174895601841493
"105","qiaamp",0.370175892883287,0.648224904393484,86.9999999984152,0.571060893178186,0.569430593168298,"ARGSYNBSUB.PWY","qiaamp",0.182332362870596,0.651646858805417
"106","Nasal",3.71773811384332,0.534221522650299,86.9999999995374,6.95916947598712,6.1002256867475e-10,"ARO.PWY","sample_type",1.03811963246098e-08,3.71018828970887e-08
"107","Sputum",0.820210647833913,0.550332312106314,86.999999999529,1.49039158666639,0.139738042770555,"ARO.PWY","sample_type",0.0609682891075424,0.21789765381293
"108","lypma",1.57278847981521,0.73201040535955,86.9999999995523,2.14858759971136,0.034445538196783,"ARO.PWY","lypma",0.0200885226472047,0.0717953876919975
"109","benzonase",2.95265266741852,0.73201040535955,86.9999999995523,4.03362116959011,0.00011758595479599,"ARO.PWY","benzonase",0.000174631302368186,0.000624123648954692
"110","host_zero",2.69205807863964,0.73201040535955,86.999999999547,3.67762269351533,0.0004069289702273,"ARO.PWY","host_zero",0.00052271956572277,0.00186817390877079
"111","molysis",2.12171673758909,0.73201040535955,86.9999999995523,2.8984789315214,0.00474460472390838,"ARO.PWY","molysis",0.00439912633977053,0.0157222602486327
"112","qiaamp",1.79787517333105,0.73201040535955,86.999999999547,2.45607871167892,0.0160339576922496,"ARO.PWY","qiaamp",0.0113442146125603,0.0405436626910603
"113","Nasal",-0.507392278556611,0.61668736922847,86.9999999992671,-0.822770667723263,0.412887899187665,"ASPASN.PWY","sample_type",0.142146902658269,0.50802600892043
"114","Sputum",0.521921035100963,0.635285123052641,86.9999999986964,0.821554001757595,0.413576502728988,"ASPASN.PWY","sample_type",0.142334429419292,0.508696220301661
"115","lypma",2.63871272544535,0.845008207249911,86.999999999259,3.12270662320911,0.00243340308535235,"ASPASN.PWY","lypma",0.00245430888277823,0.00877157871932886
"116","benzonase",2.39230254877882,0.845008207249911,86.999999999259,2.83109977897681,0.00576118893171618,"ASPASN.PWY","benzonase",0.00514296098059456,0.0183806885140945
"117","host_zero",2.85388452192857,0.845008207249911,86.9999999993872,3.37734532924428,0.00109627398601994,"ASPASN.PWY","host_zero",0.00122661343096642,0.00438385581513628
"118","molysis",2.55349952065818,0.845008207249911,86.999999999259,3.02186357333567,0.00329914627692678,"ASPASN.PWY","molysis",0.0031898246514895,0.0114002757467607
"119","qiaamp",1.86771841393082,0.845008207249911,86.9999999993872,2.21029618163039,0.0297089432479678,"ASPASN.PWY","qiaamp",0.0179396588007535,0.0641154544454006
"120","Nasal",-1.03696425097834,0.55953642148998,18.9484372071881,-1.85325603687608,0.0794839346068414,"AST.PWY","sample_type",0.0390743941587897,0.139649954689455
"121","Sputum",3.38926202408961,0.615824283573757,15.7881839870194,5.50361866930777,5.04642584224378e-05,"AST.PWY","sample_type",8.27765755166673e-05,0.000295839392244308
"122","lypma",-0.346505804289318,0.509562221128277,74.4608084768717,-0.680006856713361,0.498608903885053,"AST.PWY","lypma",0.165162367023375,0.590282141739338
"123","benzonase",-1.45249325192177,0.510525241519695,74.9445302305921,-2.84509586166218,0.00572181281224295,"AST.PWY","benzonase",0.00512167763495232,0.0183046228880351
"124","host_zero",-2.50054276555195,0.510525241519695,74.9445302320867,-4.89798067203986,5.43414322165455e-06,"AST.PWY","host_zero",1.50137412163673e-05,5.36583695210861e-05
"125","molysis",-3.65155232564926,0.510251702786325,74.7976926445505,-7.15637460043598,4.78080611971481e-10,"AST.PWY","molysis",1.03811963246098e-08,3.71018828970887e-08
"126","qiaamp",-1.78453844085722,0.509410405315795,74.4157221956526,-3.50314485576899,0.000781730475495214,"AST.PWY","qiaamp",0.000916126548081666,0.0032741910318431
"127","Nasal",1.52870302805221,0.909724402404632,16.2168736056859,1.68040235483567,0.112036436609565,"BIOTIN.BIOSYNTHESIS.PWY","sample_type",0.0512562572186165,0.183187331556379
"128","Sputum",3.10384127973621,0.98863617579118,12.7741826427488,3.13951821280694,0.00797658354196195,"BIOTIN.BIOSYNTHESIS.PWY","sample_type",0.00638838134183885,0.0228317593690976
"129","lypma",-0.0398333009851481,0.927354372041644,72.5856472264799,-0.0429536994552061,0.965856383972868,"BIOTIN.BIOSYNTHESIS.PWY","lypma",0.272373833585584,0.97345062764751
"130","benzonase",0.76179029199226,0.928662816588476,73.1902146290806,0.820308812180898,0.414703716792554,"BIOTIN.BIOSYNTHESIS.PWY","benzonase",0.142623115195392,0.509727969006146
"131","host_zero",1.08069741808173,0.928662816588476,73.1902146242683,1.16371345850991,0.248319857954261,"BIOTIN.BIOSYNTHESIS.PWY","host_zero",0.0954580452969981,0.341162338852822
"132","molysis",0.684645951739655,0.92829895035419,73.0109938846523,0.737527443587468,0.463165421739232,"BIOTIN.BIOSYNTHESIS.PWY","molysis",0.155769338877537,0.556711923103769
"133","qiaamp",0.577792799322952,0.92712475967847,72.5134099868694,0.62320932894008,0.535102268166404,"BIOTIN.BIOSYNTHESIS.PWY","qiaamp",0.17410212837092,0.622232407226395
"134","Nasal",2.69236444566855,0.442078956621038,86.9999999978983,6.0902343469303,2.9769483506704e-08,"BRANCHED.CHAIN.AA.SYN.PWY","sample_type",1.55793870782865e-07,5.56799598921686e-07
"135","Sputum",0.865503873735044,0.455410955971649,86.9999999974949,1.900489793638,0.0606804348416482,"BRANCHED.CHAIN.AA.SYN.PWY","sample_type",0.0316056401933772,0.112956996927449
"136","lypma",0.20883986331728,0.605753198844677,86.9999999977225,0.34476064462489,0.731106372871111,"BRANCHED.CHAIN.AA.SYN.PWY","lypma",0.222094112223746,0.793753387008408
"137","benzonase",1.15340351213457,0.605753198844677,86.9999999977225,1.90408158691428,0.0602048054660723,"BRANCHED.CHAIN.AA.SYN.PWY","benzonase",0.0314240976178465,0.112308172729586
"138","host_zero",0.863881594190843,0.605753198844677,86.9999999977225,1.4261279937745,0.157409922170143,"BRANCHED.CHAIN.AA.SYN.PWY","host_zero",0.0671675557791564,0.240053526691741
"139","molysis",0.909438697995234,0.605753198844677,86.9999999977225,1.50133536187636,0.136889644746216,"BRANCHED.CHAIN.AA.SYN.PWY","molysis",0.05996357687024,0.214306861903398
"140","qiaamp",-0.145875834418825,0.605753198844677,86.9999999977225,-0.240817274588143,0.810263342106409,"BRANCHED.CHAIN.AA.SYN.PWY","qiaamp",0.241104906287579,0.861697025976581
"141","Nasal",2.12648970314048,0.528823665127222,86.9999999965686,4.02116970810847,0.000122946356102892,"CALVIN.PWY","sample_type",0.000180961947161051,0.000646749060749587
"142","Sputum",1.44064452357151,0.544771668655713,86.9999999963921,2.64449237444096,0.00970543337043932,"CALVIN.PWY","sample_type",0.00755283946617797,0.0269934751884367
"143","lypma",1.31899753666517,0.724614058140258,86.9999999967627,1.82027594116848,0.0721556053973343,"CALVIN.PWY","lypma",0.0365940213583651,0.130785224815855
"144","benzonase",2.46798273863368,0.724614058140258,86.9999999967627,3.4059272117461,0.000999904093008524,"CALVIN.PWY","benzonase",0.0011407227966475,0.00407688693054802
"145","host_zero",1.9419379363119,0.724614058140258,86.9999999978204,2.67996171823651,0.00880568693987935,"CALVIN.PWY","host_zero",0.00694001465628036,0.0248032695876283
"146","molysis",1.98515158785465,0.724614058140258,86.9999999967627,2.73959850151072,0.00746228376287385,"CALVIN.PWY","molysis",0.00631390612542737,0.0225655886242592
"147","qiaamp",0.946565373506284,0.724614058140258,86.9999999978204,1.30630280060488,0.194892655276297,"CALVIN.PWY","qiaamp",0.079198283823629,0.283050754478927
"148","Nasal",-1.44759443297143,0.810423562407241,18.2539606204752,-1.78621957716971,0.0906855496609823,"CATECHOL.ORTHO.CLEAVAGE.PWY","sample_type",0.0433673925676429,0.154992918955055
"149","Sputum",2.31369505268305,0.900083639698115,15.717720544351,2.57053339338448,0.0207411759632849,"CATECHOL.ORTHO.CLEAVAGE.PWY","sample_type",0.0134613706073165,0.0481102736418716
"150","lypma",-0.781193006593721,0.6665793176364,73.6271780282261,-1.17194306202558,0.244998233977907,"CATECHOL.ORTHO.CLEAVAGE.PWY","lypma",0.0945855297439064,0.338044011362959
"151","benzonase",-0.897057439823771,0.66809943111494,74.0802825335201,-1.34270049942527,0.183468821136049,"CATECHOL.ORTHO.CLEAVAGE.PWY","benzonase",0.0754863939437349,0.269784643392651
"152","host_zero",-1.427756961489,0.66809943111494,74.0802825321516,-2.13704262418893,0.0358958030733597,"CATECHOL.ORTHO.CLEAVAGE.PWY","host_zero",0.0207386644934759,0.0741189625375738
"153","molysis",-1.87003966079619,0.667661646073086,73.940872700197,-2.80087926541086,0.00649989450124864,"CATECHOL.ORTHO.CLEAVAGE.PWY","molysis",0.00563952243238314,0.020155374615714
"154","qiaamp",-0.999852824401302,0.666358960828187,73.5928750565976,-1.50047179249849,0.137770500411265,"CATECHOL.ORTHO.CLEAVAGE.PWY","qiaamp",0.0602693552657586,0.215399698785415
"155","Nasal",-2.09042761947424,0.72515954129294,18.1266806274167,-2.88271407936944,0.00985817449054149,"CENTFERM.PWY","sample_type",0.00765965077498522,0.0273752135302939
"156","Sputum",-1.18082552861635,0.808446311480211,15.8314204857887,-1.46061094206038,0.163683811225556,"CENTFERM.PWY","sample_type",0.0691879946741624,0.247274475505274
"157","lypma",-1.17777767365714,0.567330754007614,73.3717828318547,-2.07599828730831,0.0413982982697857,"CENTFERM.PWY","lypma",0.0231470435335626,0.0827263902677741
