"","metadata","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","sample_type","qval","p_bh"
"1","lypma",1.5647156920267,0.945105623310848,20.0000000144791,1.65559875365598,0.113410616024438,"Staphylococcus","BAL",0.304570856493243,0.844955414384584
"2","benzonase",1.34780888043628,0.945105623310848,20.0000000145273,1.42609338807519,0.169264686531436,"Staphylococcus","BAL",0.304570856493243,0.844955414384584
"3","host_zero",1.28525170386702,0.945105623310848,20.0000000143563,1.35990271580925,0.188994686762617,"Staphylococcus","BAL",0.304570856493243,0.844955414384584
"4","molysis",0.689347331552002,0.945105623310848,20.000000013646,0.729386551671457,0.474221499865136,"Staphylococcus","BAL",0.304570856493243,0.844955414384584
"5","qiaamp",1.29793188761854,0.945105623310848,20.0000000137936,1.37331940008112,0.184854121283963,"Staphylococcus","BAL",0.304570856493243,0.844955414384584
"6","lypma",-0.186863489642113,0.60742083823098,20.0000000143968,-0.307634308671933,0.761541284796376,"Enterococcus","BAL",0.305003971434833,0.846156983107085
"7","benzonase",0.540288992373488,0.60742083823098,20.0000000141746,0.889480502425628,0.384319184413105,"Enterococcus","BAL",0.304570856493243,0.844955414384584
"8","host_zero",0.351716661438023,0.60742083823098,20.0000000144344,0.579032919684388,0.569031757350242,"Enterococcus","BAL",0.304570856493243,0.844955414384584
"9","molysis",-0.232450534691493,0.60742083823098,20.0000000144344,-0.382684491642515,0.705990428981596,"Enterococcus","BAL",0.304570856493243,0.844955414384584
"10","qiaamp",0.347969896169834,0.60742083823098,20.0000000142134,0.572864601061832,0.573121230507087,"Enterococcus","BAL",0.304570856493243,0.844955414384584
"11","lypma",1.42510014224712,0.731522906544828,20.0000000917756,1.94812784329371,0.0655720398936108,"Prevotella","BAL",0.304570856493243,0.844955414384584
"12","benzonase",0.895529252256615,0.731522906544828,20.0000000915609,1.22419851004589,0.235103032576356,"Prevotella","BAL",0.304570856493243,0.844955414384584
"13","host_zero",0.541825999608037,0.731522906544827,20.0000000918966,0.740682205246616,0.467493697264352,"Prevotella","BAL",0.304570856493243,0.844955414384584
"14","molysis",1.38029250008689,0.731522906544827,20.000000091383,1.88687529500118,0.0737795920438434,"Prevotella","BAL",0.304570856493243,0.844955414384584
"15","qiaamp",0.785074597377411,0.731522906544827,20.0000000913462,1.07320576068564,0.295957727547642,"Prevotella","BAL",0.304570856493243,0.844955414384584
"16","lypma",-0.186863489642113,0.538676773071148,19.9999960062715,-0.346893534274277,0.732294692466639,"Dialister","BAL",0.304570856493243,0.844955414384584
"17","benzonase",0.351469329395073,0.538676773071148,19.9999960047941,0.652467949177105,0.521528767665293,"Dialister","BAL",0.304570856493243,0.844955414384584
"18","host_zero",-0.178204884314269,0.538676773071148,19.9999960051933,-0.330819692295758,0.744221483207673,"Dialister","BAL",0.305003971434833,0.846156983107085
"19","molysis",-0.444911513296856,0.538676773071148,19.9999960025531,-0.825934095432202,0.418585548865879,"Dialister","BAL",0.304570856493243,0.844955414384584
"20","qiaamp",-0.233364131756023,0.538676773071148,19.999996005652,-0.433217364145011,0.669493173843395,"Dialister","BAL",0.304570856493243,0.844955414384584
"21","lypma",-0.186863489642113,0.449929763473247,20.0000000026583,-0.415317022371702,0.682331614770642,"Enterococcus_A","BAL",0.304570856493243,0.844955414384584
"22","benzonase",-0.434893836297041,0.449929763473247,20.0000000028367,-0.966581612516282,0.345296950779489,"Enterococcus_A","BAL",0.304570856493243,0.844955414384584
"23","host_zero",-0.49232291592562,0.449929763473247,20.0000000031133,-1.09422171168477,0.286861621884791,"Enterococcus_A","BAL",0.304570856493243,0.844955414384584
"24","molysis",-0.795319875650956,0.449929763473247,20.0000000029772,-1.76765339885821,0.0923735196335935,"Enterococcus_A","BAL",0.304570856493243,0.844955414384584
"25","qiaamp",-0.202131985604967,0.449929763473247,20.0000000032988,-0.449252310059691,0.65808010950826,"Enterococcus_A","BAL",0.304570856493243,0.844955414384584
"26","lypma",-0.186863489642113,0.454275305659592,20.0000000039068,-0.411344150373293,0.685194675731152,"Negativicoccus","BAL",0.304570856493243,0.844955414384584
"27","benzonase",-0.434893836297041,0.454275305659592,20.0000000039069,-0.95733541066158,0.349828275902741,"Negativicoccus","BAL",0.304570856493243,0.844955414384584
"28","host_zero",-0.49232291592562,0.454275305659592,20.0000000041732,-1.08375452020396,0.291366341200382,"Negativicoccus","BAL",0.304570856493243,0.844955414384584
"29","molysis",-0.761048163434331,0.454275305659592,20.0000000052438,-1.67530163747139,0.109440415651391,"Negativicoccus","BAL",0.304570856493243,0.844955414384584
"30","qiaamp",-0.257273161885979,0.454275305659592,20.0000000047071,-0.566337546154809,0.577464821936623,"Negativicoccus","BAL",0.304570856493243,0.844955414384584
"31","lypma",-0.186863489642113,0.520883248236223,20.0000000056741,-0.358743519348831,0.723546165384221,"Anaeroglobus","BAL",0.304570856493243,0.844955414384584
"32","benzonase",0.195488587190294,0.520883248236223,20.0000000056741,0.375302119721154,0.71138648047902,"Anaeroglobus","BAL",0.304570856493243,0.844955414384584
"33","host_zero",0.117484645280616,0.520883248236223,20.0000000054626,0.225548903095721,0.823841078186396,"Anaeroglobus","BAL",0.318171457662441,0.882686869485424
"34","molysis",-0.264460619166546,0.520883248236223,20.0000000043206,-0.507715731043461,0.617206223608217,"Anaeroglobus","BAL",0.304570856493243,0.844955414384584
"35","qiaamp",0.058162248157196,0.520883248236223,20.0000000050793,0.111660815267415,0.912205393642894,"Anaeroglobus","BAL",0.336284634854931,0.932937334407505
