"","value","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","metadata","qval","p_bh"
"4209","Sputum",-0.00247008495062776,0.180788109734441,16.2315516921513,-0.013662872819767,0.989265473115598,"vSGB16161","sample_type",0.999157110299402,0.999157110299402
"4210","lypma",0.00289920133116325,0.155397156720052,74.086343648692,0.0186567205755647,0.985165108369619,"vSGB16161","lypma",0.999157110299402,0.999157110299402
"4211","benzonase",-0.0361577103113677,0.155715657454175,74.631586449245,-0.232203433505127,0.817015569846306,"vSGB16161","benzonase",0.999157110299402,0.999157110299402
"4212","host_zero",0.104100223451844,0.155715657454175,74.631586452423,0.66852765581701,0.505859356916406,"vSGB16161","host_zero",0.999157110299402,0.999157110299402
"4213","molysis",0.0700342220133912,0.155627789335599,74.4735141237768,0.45001103152836,0.6540096820602,"vSGB16161","molysis",0.999157110299402,0.999157110299402
"4214","qiaamp",-0.0978868121233821,0.155342186396412,74.0219896260724,-0.630136696245463,0.530545624243013,"vSGB16161","qiaamp",0.999157110299402,0.999157110299402
"4215","Nasal",-0.0383163922476588,0.11064612546167,19.0556019963907,-0.346296737348767,0.732914096669158,"vSGB27772","sample_type",0.999157110299402,0.999157110299402
"4216","Sputum",-0.086611454530761,0.12238696152925,16.1842166223674,-0.707685307720145,0.489207461084043,"vSGB27772","sample_type",0.999157110299402,0.999157110299402
"4217","lypma",0.0130835971287211,0.100610284251135,73.7209997250842,0.130042343345964,0.896887107936128,"vSGB27772","lypma",0.999157110299402,0.999157110299402
"4218","benzonase",-0.0311824705098051,0.100835670510001,74.2559244896479,-0.309240473654731,0.758004660225235,"vSGB27772","benzonase",0.999157110299402,0.999157110299402
"4219","host_zero",0.016561991276065,0.100835670510001,74.255924490844,0.164247346125619,0.869982694877195,"vSGB27772","host_zero",0.999157110299402,0.999157110299402
"4220","molysis",0.00113689677642372,0.100773175186895,74.1000404865803,0.0112817401487571,0.991028984000203,"vSGB27772","molysis",0.999157110299402,0.999157110299402
"4221","qiaamp",-0.0875867585827771,0.100572521446226,73.6617620366114,-0.870881601885739,0.386648210698013,"vSGB27772","qiaamp",0.999157110299402,0.999157110299402
"4222","Nasal",-0.0306146483847443,0.264771669452456,18.5771228967355,-0.115626601773728,0.909189195301061,"vSGB79280","sample_type",0.999157110299402,0.999157110299402
"4223","Sputum",0.166844167350611,0.29748604089338,16.7264987746249,0.560847046300263,0.58233770736963,"vSGB79280","sample_type",0.999157110299402,0.999157110299402
"4224","lypma",-0.00285069399640937,0.193051448341379,72.6087720637398,-0.014766498883595,0.988258966644973,"vSGB79280","lypma",0.999157110299402,0.999157110299402
"4225","benzonase",-0.0531425715071358,0.193656960964099,73.0400969693643,-0.274416015012172,0.784539591364963,"vSGB79280","benzonase",0.999157110299402,0.999157110299402
"4226","host_zero",0.122645939212525,0.193656960964099,73.0400969721796,0.633315418159753,0.528505790274211,"vSGB79280","host_zero",0.999157110299402,0.999157110299402
